game_id,season,home_id,away_id,home_team,away_team,home_conference,away_conference,conference_game,neutral_site,rating_diff,margin_form_diff,win_form_diff,long_margin_diff,long_win_diff,fbs_status_diff,history_depth_diff,rating_momentum_diff,experience_diff,rest_diff,home_field,home_talent_composite,home_blue_chip_ratio,home_net_adj_epa,away_talent_composite,away_blue_chip_ratio,away_net_adj_epa,talent_composite_diff,blue_chip_ratio_diff,net_adj_epa_diff,score_model_home_win_probability,score_model_away_win_probability,fpi_home_win_probability,fpi_weight_used,home_win_probability,away_win_probability,home_team_spread,over_under,odds_source,fpi_home_probability,fpi_logit,spread_edge,market_home_win_probability,market_line_used,base_home_win_probability,probability_source
401856766,2026,2628,153,TCU,North Carolina,Big 12,ACC,False,True,1.1323010149378705,0.4330106368841018,0.270244370348752,0.4183969089623617,0.23036014165658486,0.0,0.0,0.49123065704177404,0.0,0.0,0.0,977.9587547112536,0.19,0.17568122172595302,964.9357928955131,0.15447154471544716,-0.03466205245877597,13.022961815740473,0.03552845528455284,0.21034327418472898,0.676541223449228,0.32345877655077204,0.5384695081626657,1.0,0.6513610438492176,0.34863895615078244,-6.5,48.5,core_odds_api,0.5384695081626657,0.15418274842611235,6.5,0.6513610438492176,True,0.5384695081626657,fpi_market
401864494,2026,30,23,USC,San José State,Big Ten,Mountain West,False,False,1.4639145905674582,0.8733593456312659,0.21037351526541487,0.8069623991730145,0.21060312165614875,0.0,0.020726130517116914,1.0409244977783214,0.0,0.0,1.0,1275.9325614814477,0.4727272727272727,0.3017096492006037,724.1630544316288,0.011235955056179775,-0.19911733164845075,551.7695070498189,0.46149131767109297,0.5008269808490544,0.9528982060655791,0.04710179393442093,0.9727706721941787,1.0,0.9880532946965483,0.011946705303451655,-38.5,59.5,core_odds_api,0.9727706721941787,3.5758537423440666,38.5,0.9880532946965483,True,0.9727706721941787,fpi_market
401858202,2026,258,152,Virginia,NC State,ACC,ACC,True,False,0.03806474310617659,-0.03620122145059363,0.004843327611144255,0.08340293155953336,0.04526143748663869,0.0,-0.015504186535965303,0.6697235674910417,0.0,0.0,1.0,681.7851759026536,0.0,0.19059254374581175,940.0143298590317,0.12244897959183673,0.20064371785902324,-258.2291539563781,-0.12244897959183673,-0.010051174113211492,0.46026830627428994,0.5397316937257101,0.6697276049167173,1.0,0.6768807515520888,0.3231192484479112,-5.5,54.5,core_odds_api,0.6697276049167173,0.7069533162724763,5.5,0.6768807515520888,True,0.6697276049167173,fpi_market
401864577,2026,2449,55,North Dakota State,Jacksonville State,Mountain West,CUSA,False,False,-0.5350073111190454,-0.10503130893878944,-0.13093939474376765,-0.22096328139373544,-0.13629734795382054,0.0,-1.82812711339893,0.22728829880901685,0.0,0.0,1.0,645.1896273252023,0.0,,675.3485562302653,0.0,-0.1740853325659812,-30.15892890506302,0.0,,0.5338277164314881,0.4661722835685119,0.5694129068140694,1.0,0.6791676719218954,0.3208323280781046,-7.5,48.5,core_odds_api,0.5694129068140694,0.27945623152232846,7.5,0.6791676719218954,True,0.5694129068140694,fpi_market
401866408,2026,2199,16,Eastern Michigan,Sacramento State,MAC,MAC,True,False,-0.3422900388464268,0.03982902659498327,0.05054118701001775,-0.09618726856950208,-0.01690397858934889,0.0,2.2407096892759584,-0.07754939431273215,0.0,0.0,1.0,776.7626689614904,0.0,-0.22427512620379558,692.9988066587673,0.0,,83.76386230272306,0.0,,0.5940556290857048,0.40594437091429525,0.41110317926760276,1.0,0.6468244946732333,0.35317550532676667,-8.5,53.5,core_odds_api,0.41110317926760276,-0.3594067638449347,8.5,0.6468244946732333,True,0.41110317926760276,fpi_market
401858201,2026,24,62,Stanford,Hawai'i,ACC,Mountain West,False,False,-0.7905712093689817,-0.6045056237200903,-0.22326168562326687,-0.6311362552123327,-0.21724099800890018,0.0,-0.05103148001244584,-0.4881537986685953,0.0,0.0,1.0,892.6689042414988,0.09574468085106383,0.018158436641050876,,,-0.10169282413193194,,,0.11985126077298282,0.5466287425216071,0.4533712574783929,0.54033746411613,1.0,0.6049034453334405,0.39509655466655946,-4.0,50.5,core_odds_api,0.54033746411613,0.1617012753067813,4.0,0.6049034453334405,True,0.54033746411613,fpi_market
401864570,2026,52,166,Florida State,New Mexico State,ACC,CUSA,False,False,0.659007985275407,0.28215697565390147,0.015058676369825108,0.4504404660020356,0.03519286222359297,0.0,0.057758834152192406,0.0609354406782677,0.0,0.0,1.0,1140.327181629477,0.3627450980392157,0.27952505542872025,642.1178364084459,0.0,-0.20796966182041543,498.2093452210312,0.3627450980392157,0.4874947172491357,0.929651271702911,0.07034872829708905,0.9485657569201479,1.0,0.9717025919195016,0.02829740808049841,-30.5,53.5,core_odds_api,0.9485657569201479,2.914646955824391,30.5,0.9717025919195016,True,0.9485657569201479,fpi_market
401862693,2026,2439,235,UNLV,Memphis,Mountain West,American,False,False,0.11057305600130803,0.26285636824757697,0.1098345925837041,0.006111781763227623,0.053354273856761836,0.0,0.0,0.3525740398612015,0.0,0.0,1.0,727.9148013639938,0.0,-0.013766461130807137,811.1368939946184,0.018867924528301886,0.14052798652883336,-83.22209263062462,-0.018867924528301886,-0.1542944476596405,0.46601415237294924,0.5339858476270507,0.6586748734017338,1.0,0.6730424458820213,0.32695755411797867,-5.5,59.5,core_odds_api,0.6586748734017338,0.6573945757069402,5.5,0.6730424458820213,True,0.6586748734017338,fpi_market
401858423,2026,164,113,Rutgers,Massachusetts,Big Ten,MAC,False,False,1.7602594710786206,0.7676082923020324,0.1540816972921708,0.935489014898944,0.22781748135744573,0.0,0.16374517122101917,0.47280592605682387,0.0,0.0,1.0,974.5567623671036,0.1485148514851485,-0.007181304706549596,580.0697737621826,0.0,-0.520773787951295,394.48698860492095,0.1485148514851485,0.5135924832447454,0.932513207796845,0.06748679220315501,0.9040412509814364,1.0,0.9643997750734427,0.035600224926557344,-30.5,55.5,core_odds_api,0.9040412509814364,2.2429565895697006,30.5,0.9643997750734427,True,0.9040412509814364,fpi_market
401856767,2026,2116,2065,UCF,Bethune-Cookman,Big 12,,False,False,0.46146189208226135,0.5039372807357728,0.0544499354666545,0.6758253285621928,0.049499185423706404,1.0,2.1323639431341785,0.006575361450557011,0.0,0.0,1.0,765.5801937114245,0.0958904109589041,0.019875527945627768,194.18778445714022,0.0,,571.3924092542843,0.0958904109589041,,0.9578946363353429,0.042105363664657114,0.9578946363353429,0.0,0.9578946363353429,0.042105363664657114,,,,0.9578946363353429,3.1245626534395545,,,False,0.9578946363353429,fpi_fallback
401858204,2026,154,2006,Wake Forest,Akron,ACC,MAC,False,False,0.9369261072562358,0.18926711510063904,0.07336536699226404,0.2918347951885302,0.11021346793241538,0.0,0.015831465216680662,0.4150711691284891,0.0,0.0,1.0,817.8332426208597,0.031578947368421054,0.2101442248687073,633.6115119466774,0.0,-0.3729704281556604,184.22173067418225,0.031578947368421054,0.5831146530243677,0.8701810479259589,0.12981895207404115,0.9173826705055406,1.0,0.9377074824763484,0.062292517523651614,-22.5,49.5,core_odds_api,0.9173826705055406,2.4073052334964364,22.5,0.9377074824763484,True,0.9173826705055406,fpi_market
401864424,2026,48,2771,Delaware,Merrimack,CUSA,,False,False,0.37200263705748055,0.29998039933201776,0.2023581660740552,0.12739925495822343,0.1211570536439806,1.0,1.3862943611198908,0.12903557940416477,0.0,0.0,1.0,501.88099863363584,0.0,-0.18026586032236394,113.62370271138647,0.0,,388.25729592224934,0.0,,0.9146230463059182,0.08537695369408183,0.9146230463059182,0.0,0.9146230463059182,0.08537695369408183,,,,0.9146230463059182,2.3714358078337123,,,False,0.9146230463059182,fpi_fallback
401864425,2026,338,2698,Kennesaw State,West Georgia,CUSA,,False,False,0.03696430564409184,-0.1589131935116157,0.08752010998985149,-0.11561309967090463,0.07474701936853934,1.0,3.4657359027997265,0.9447601890874898,0.0,0.0,1.0,538.417781872682,0.0,-0.11035407025344204,363.9317001037572,0.0,,174.4860817689248,0.0,,0.862849672411076,0.13715032758892398,0.862849672411076,0.0,0.862849672411076,0.13715032758892398,,,,0.862849672411076,1.8391628781087417,,,False,0.862849672411076,fpi_fallback
401866409,2026,2084,399,Buffalo,UAlbany,MAC,,False,False,0.12830398899720422,0.2868965704459562,-0.0013928098641620146,0.3710592328462292,0.0635129576712688,1.0,2.751535313041949,-0.3651693431383569,0.0,0.0,1.0,711.4279562027778,0.0,-0.2965654738374634,58.5,0.0,,652.9279562027778,0.0,,0.952738211516697,0.04726178848330298,0.952738211516697,0.0,0.952738211516697,0.04726178848330298,,,,0.952738211516697,3.0036380520325485,,,False,0.952738211516697,fpi_fallback
401856663,2026,142,2029,Missouri,Arkansas-Pine Bluff,SEC,,False,False,1.1441510244023356,0.8217067361005229,0.07727616523850606,0.9403933879928931,0.15786799566487691,1.0,2.71316530176898,-0.20879192913833322,0.0,0.0,1.0,991.2097296268986,0.2823529411764706,0.29316690406481605,133.87370271138647,0.0,,857.3360269155121,0.2823529411764706,,0.9810160126431577,0.018983987356842258,0.9810160126431577,0.0,0.9810160126431577,0.018983987356842258,,,,0.9810160126431577,3.944992929064996,,,False,0.9810160126431577,fpi_fallback
